"unigram","bigram","trigram","freq"
"family","friends","join",4
"fan","frozen","pizza",4
"fan","plz","follow",4
"fan","saint","paul",4
"fanboy","goth","girl",4
"fancy","photos","uncle",4
"fans","suck","stop",4
"fantasies","powerful","israellobby",4
"fantastic","dinner","family",4
"fantasy","gathering","artists",4
"far","much","basic",4
"far","muffled","bassy",4
"far","sinister","honda",4
"farmer","george","south",4
"fascinated","mix","others",4
"fast","forward","years",4
"fast","good","just",4
"fast","thrust","phase",4
"fasting","month","go",4
"fat","ass","engage",4
"father","infant","case",4
"fault","go","around",4
"favorite","places","suspense",4
"favorite","quests","monty",4
"feather","northern","colony",4
"feature","filled","valentine",4
"feature","projects","thanksgiving",4
"feature","send","online",4
"february","explain","love",4
"february","yearyear","still",4
"federal","minimum","wage",4
"fee","per","ticket",4
"feel","heal","praying",4
"feel","like","giving",4
"feel","uneasy","day",4
"feeling","confident","fragrant",4
"feeling","decision","treat",4
"feeling","joan","gail",4
"feels","faint","thinks",4
"feet","acts","like",4
"feet","beetle","well",4
"feet","clay","feet",4
"feet","moved","together",4
"feet","point","outward",4
"feet","pointed","rear",4
"feet","position","thrust",4
"feet","wake","upper",4
"fellow","man","surfaced",4
"fellow","parisbased","blogger",4
"felt","along","option",4
"felt","perform","vedic",4
"female","class","experience",4
"female","concerns","unimportant",4
"female","doesnt","exist",4
"femalebodied","need","movement",4
"females","organizing","around",4
"fernandez","scored","eight",4
"festive","vibe","around",4
"fiction","suggestions","please",4
"fidelity","absolutely","essential",4
"field","earth","tree",4
"field","one","section",4
"field","since","graduating",4
"fielder","jays","defensive",4
"fields","welding","metal",4
"fight","also","told",4
"fight","fists","knives",4
"fight","fists","small",4
"fight","good","fight",4
"fighting","us","presence",4
"figure","considerably","less",4
"figured","put","little",4
"file","folder","glue",4
"filled","valentine","word",4
"fillet","shredded","cabbage",4
"film","climaxes","suggested",4
"film","delly","belly",4
"film","turned","direction",4
"films","production","house",4
"films","talked","scene",4
"finally","dream","become",4
"finally","hit","st",4
"finally","went","weekend",4
"finals","time","much",4
"finance","romneys","idea",4
"find","called","falling",4
"find","characters","got",4
"find","find","mom",4
"find","groundation","heard",4
"find","happens","next",4
"find","least","mildmannered",4
"find","love","let",4
"find","mom","go",4
"find","nice","nice",4
"find","work","field",4
"find","wrench","asks",4
"finding","whats","probably",4
"finds","daughter","jenny",4
"finds","either","grasping",4
"finds","wrench","freeing",4
"fine","originally","made",4
"fingers","together","paper",4
"fire","began","near",4
"fire","conducted","investigation",4
"fire","grill","n",4
"fire","keeps","getting",4
"fire","near","ely",4
"firefighters","police","found",4
"fireworks","follow","kind",4
"fireworks","yes","super",4
"firm","beliefs","continue",4
"firmly","around","every",4
"first","came","early",4
"first","half","far",4
"first","half","portland",4
"first","hand","able",4
"first","heard","irwin",4
"first","job","graduating",4
"first","live","upon",4
"first","mix","dry",4
"first","position","recently",4
"first","printed","full",4
"first","section","juts",4
"first","silent","repeated",4
"first","since","sky",4
"first","though","big",4
"first","timeawesome","song",4
"firsthalf","minutes","fernandez",4
"fiscal","year","march",4
"fish","fillet","shredded",4
"fish","taco","much",4
"fists","dirty","trick",4
"fists","knives","attack",4
"fists","small","man",4
"fit","sibol","square",4
"fitting","business","strategy",4
"fitzpatrick","look","set",4
"five","cultural","dimensions",4
"five","cultural","indicators",4
"five","projects","doom",4
"five","year","old",4
"fix","right","manhattan",4
"fizzle","intention","seeing",4
"flan","de","cafe",4
"flashlight","find","find",4
"flashlight","kids","flashlight",4
"flashlight","toy","flashlight",4
"flat","end","feet",4
"flavored","coors","far",4
"flavour","normal","unconverted",4
"fleas","bedbugs","phew",4
"flee","market","directed",4
"flight","instructor","arrangement",4
"flight","washington","dc",4
"flip","coin","see",4
"flip","phone","get",4
"flirtations","la","rawer",4
"flo","spoken","loud",4
"floral","ovals","little",4
"flour","tortilla","delicious",4
"flowers","wild","orchid",4
"flowing","pumps","old",4
"fluffed","marshmallow","flavored",4
"fly","around","everywhere",4
"flying","columbus","getting",4
"focus","grandmothers","hands",4
"focus","irrelevant","get",4
"folder","glue","construction",4
"follow","another","quality",4
"follow","back","im",4
"follow","dreams","lead",4
"follow","kind","crowd",4
"follow","mattrezzz","guys",4
"followed","lot","bloggers",4
"followed","will","world",4
"following","guarantee","wealth",4
"following","hurry","catch",4
"following","links","provide",4
"following","photos","taken",4
"food","always","option",4
"food","amazing","hungry",4
"food","gets","gives",4
"food","nyc","suggestions",4
"food","processor","first",4
"food","studiesamerican","studies",4
"foot","march","morning",4
"force","fall","just",4
"force","isaf","uk",4
"forces","ansf","taking",4
"foreign","country","etc",4
"forest","three","beggars",4
"forest","trails","capacity",4
"forget","buy","shiny",4
"forget","days","left",4
"forget","hearing","baby",4
"forget","lottery","ticket",4
"forgetting","think","okay",4
"forgive","pictures","hard",4
"forgives","helps","outside",4
"form","wait","show",4
"formed","dinner","club",4
"formidable","time","new",4
"fort","benning","seeing",4
"fort","meade","md",4
"fortnight","painful","existence",4
"fortunately","compensated","generous",4
"fortunately","husband","able",4
"forward","thrust","resulting",4
"forward","years","now",4
"found","far","sinister",4
"found","lisa","erb",4
"found","us","women",4
"founded","aamir","khan",4
"founders","put","pearls",4
"fourcolor","glossy","explosions",4
"fox","film","climaxes",4
"fragrant","sophisticated","hair",4
"framed","wrong","style",4
"frank","chloe","wake",4
"frankly","lot","might",4
"freak","feel","uneasy",4
"freaking","aforementioned","best",4
"freddie","mercury","hologram",4
"free","can","wish",4
"free","choice","artists",4
"free","popcorn","cookies",4
"freeing","crow","stabs",4
"freerange","chicken","gardens",4
"freestanding","outdoor","photographic",4
"french","immersion","program",4
"freshly","ground","black",4
"freshman","moment","learn",4
"freshman","yearnever","believed",4
"friday","rows","back",4
"friday","saturday","nights",4
"friday","scott","laytham",4
"friday","university","furlough",4
"friend","another","class",4
"friend","delighted","joined",4
"friend","feature","send",4
"friend","ivy","lol",4
"friend","karen","another",4
"friend","matter","lost",4
"friend","talk","company",4
"friend","use","call",4
"friends","biz","relationships",4
"friends","continue","perpetuate",4
"friends","excuse","happened",4
"friends","internet","grown",4
"friends","join","nvic",4
"friends","recovery","constantly",4
"friends","right","important",4
"friends","shroom","trips",4
"friends","won","student",4
"friendsif","brain","youre",4
"frizzy","silk","jacket",4
"frm","school","baltimore",4
"frog","kick","whip",4
"front","court","yard",4
"frontal","area","thus",4
"frontera","recipes","choice",4
"frost","say","frosty",4
"frosty","snowman","ice",4
"fuck","two","numbers",4
"fuck","wit","ppl",4
"fueled","coffee","science",4
"full","blown","anxiety",4
"full","sized","slum",4
"full","version","via",4
"full","x","using",4
"full","yunel","basepaths",4
"fullblown","case","prog",4
"fulton","j","sheen",4
"fun","enlightening","painless",4
"fun","fact","pedestrians",4
"fun","looking","always",4
"fun","one","also",4
"funeral","pyre","outside",4
"funky","drums","fire",4
"funny","journalists","required",4
"funny","looksslappedarrested","carried",4
"future","luxury","murder",4
"future","will","today",4
"gaage","find","piece",4
"gaga","love","process",4
"gail","talked","way",4
"gallo","yogurtranch","sauce",4
"game","friday","rows",4
"game","leading","nba",4
"game","seem","playing",4
"game","times","stations",4
"gander","snailmail","people",4
"ganga","bathe","make",4
"ganga","go","round",4
"gap","s","pretty",4
"garden","big","enough",4
"garden","garden","big",4
"gardens","create","beautiful",4
"garland","hope","might",4
"gasoline","tax","payments",4
"gate","spoke","amharic",4
"gathering","artists","connections",4
"gator","player","won",4
"gautama","asked","rshis",4
"gave","courage","focus",4
"gave","load","appetite",4
"gays","just","dishonorable",4
"gb","rpm","hard",4
"gear","im","sure",4
"gene","simmons","shitty",4
"general","problem","raised",4
"generally","satisfying","complex",4
"generated","lot","saliva",4
"generations","sex","valued",4
"generator","used","due",4
"generous","amount","diversity",4
"genetic","testing","new",4
"genius","discovery","thanks",4
"genre","last","nights",4
"genre","machine","spit",4
"george","south","africa",4
"german","assume","mad",4
"gestures","gods","hopes",4
"get","act","together",4
"get","applesauce","eat",4
"get","back","place",4
"get","crazy","margaritas",4
"get","curious","want",4
"get","fancy","photos",4
"get","fleas","bedbugs",4
"get","funny","looksslappedarrested",4
"get","go","eff",4
"get","good","ninety",4
"get","great","creating",4
"get","healthy","delicious",4
"get","hit","millionaires",4
"get","marked","today",4
"get","near","big",4
"get","need","want",4
"get","nod","pack",4
"get","older","hands",4
"get","reapproved","health",4
"get","rich","die",4
"get","seen","sticking",4
"get","sort","treatment",4
"get","stephanie","rice",4
"get","survive","will",4
"get","work","done",4
"get","wrong","want",4
"gets","adrenalin","flowing",4
"gets","better","believe",4
"gets","gives","babies",4
"gets","winks","can",4
"getting","arrested","happen",4
"getting","bigger","authorities",4
"getting","identity","stolen",4
"getting","ready","guest",4
"getting","talked","german",4
"ghaat","directed","wife",4
"giancarlo","call","mikestanton",4
"giant","dog","kennel",4
"giants","playing","legit",4
"gift","past","february",4
"gifts","ancestors","gave",4
"gigs","ever","easily",4
"gilad","received","still",4
"girl","barry","lyga",4
"girl","misty","happened",4
"girl","peed","change",4
"girls","owt","smthng",4
"girls","urine","made",4
"give","great","ideas",4
"give","kings","novel",4
"give","large","sums",4
"give","man","knife",4
"give","maximum","forward",4
"give","opportunity","write",4
"give","quick","tug",4
"give","right","make",4
"giveaway","institutionalized","bribery",4
"giveaway","yummy","thank",4
"given","completely","free",4
"given","lou","smiths",4
"gives","babies","omg",4
"gives","music","hope",4
"giving","know","grades",4
"glad","know","happier",4
"glance","design","spectrum",4
"glass","reinker","soaked",4
"glitter","pen","scribbled",4
